AoA,Cl,Cd,Cm,ClCd
-5.0,0.99654989068154,0.013659992009649593,-0.01429948596905948,72.95391461265602
-4.5,1.0571198017006522,0.013659992009649593,-0.014303492543964853,77.38802489444278
-4.0,1.1176092089540595,0.013659992009649593,-0.014200975405988945,81.81624177851393
-3.5,1.1780135059392056,0.013659992009649593,-0.013991965782844718,86.23822803900923
-3.0,1.2383280926350102,0.013659992009649593,-0.01367652734088819,90.65364692455452
-2.5,1.2985483758521776,0.013659992009649593,-0.013254756165724805,95.06216218390658
-2.0,1.358669769582989,0.013659992009649593,-0.012726780732940056,99.46343809156018
-1.5,1.4186876953505423,0.013659992009649593,-0.012092761868965421,103.85713947331472
-1.0,1.4785975825574238,0.013659992009649593,-0.011352892702088679,108.24293173179923
-0.5,1.5383948688337687,0.013659992009649593,-0.010507398603625425,112.62048087195271
0.0,1.5980750003847144,0.013659992009649593,-0.00955653711926851,116.98945352645988
0.5,1.6576334323371822,0.013659992009649593,-0.0085005978906374,121.34951698113797
1.0,1.7170656290859887,0.013659992009649593,-0.007339902567049934,125.70033920027417
1.5,1.776367064639249,0.013659992009649593,-0.006074804707546066,130.04158885191154
2.0,1.8355332229630537,0.013659992009649593,-0.0047056896731885725,134.37293533308141
2.5,1.8945595983253734,0.013659992009649593,-0.003232974509680169,138.6940487949797
3.0,1.9534416956391958,0.013659992009649593,-0.0016571078203257228,143.00460016808645
3.5,2.012175030804837,0.013659992009649593,2.1430370614686743e-05,147.3042611872255
4.0,2.070755131051431,0.013659992009649593,0.0018021287641483592,151.59270441656358
4.5,2.129177535277541,0.013659992009649593,0.0036844449422943175,155.8696032745453
5.0,2.1874377943908927,0.013659992009649593,0.005667805533310389,160.1346320587639
5.5,2.2455314716471904,0.013659992009649593,0.007751606386347244,164.3874659707647
6.0,2.3034541429879978,0.013659992009649593,0.009935212755479,168.6277811407802
6.5,2.361201397377627,0.013659992009649593,0.012217959493052113,172.8552546523925
7.0,2.4187688371390847,0.013659992009649593,0.01459915125229736,177.0695645671268
7.5,2.4761520782889512,0.013659992009649593,0.017078062699137517,181.2703899489667
8.0,2.533346750871244,0.013659992009649593,0.01965393873313237,185.45741088879524
8.5,2.5903484992902053,0.013659992009649593,0.022325994717488366,189.6303085287568
9.0,2.6471529826420044,0.013659992009649593,0.02509341671806828,193.78876508654045
9.5,2.703755875045304,0.013659992009649593,0.027955361751321937,197.93246387957885
10.0,2.7601528659707046,0.013659992009649593,0.030910958041068113,202.06108934916634
10.5,2.8163396605689943,0.013659992009649593,0.03395930528404525,206.17432708448848
11.0,2.872311979998229,0.013659992009649593,0.03709947492415294,210.27186384656676
11.5,2.9280655617495777,0.013659992009649593,0.040330510435300254,214.3533875921124
12.0,2.9835961599719356,0.013659992009649593,0.043651427612769605,218.41858749729028
12.5,3.0388995457952475,0.013659992009649593,0.047061214873018856,222.46715398138812
13.0,3.0939715076525696,0.013659992009649593,0.05055883356181729,226.49877873039372
13.5,3.148807851600785,0.013659992009649593,0.054143218270629595,230.51315472047327
14.0,3.2034044016399976,0.013659992009649593,0.05781327716115114,234.50997624135297
14.5,3.2577570000315395,0.013659992009649593,0.06156789229789137,238.48893891959955
15.0,3.3118615076146103,0.013659992009649593,0.06540591998870736,242.44973974179993
15.5,3.3657138041214827,0.013659992009649593,0.0693261911331853,246.3920770776366
16.0,3.419309788491282,0.013659992009649593,0.07332751157875708,250.31565070285825
16.5,3.47264537918229,0.013659992009649593,0.07740866248445438,254.22016182214227
17.0,3.525716514482781,0.013659992009649593,0.08156840069217591,258.10531309185023
17.5,3.578519152820328,0.013659992009649593,0.08580545910536735,261.970808642671
18.0,3.6310492730695856,0.013659992009649593,0.0901185470749907,265.81635410215216
18.5,3.683302874858521,0.013659992009649593,0.09450635079266886,269.6416566171187
19.0,3.7352759788730485,0.013659992009649593,0.09896753369088288,273.4464248759737
19.5,3.7869646271600765,0.013659992009649593,0.10350073685010627,277.23036913088356
20.0,3.838364883428917,0.013659992009649593,0.10810457941274301,280.9932012198431
