AoA,Cl,Cd,Cm,ClCd
-5.0,-0.1735106311244094,0.013315933790883873,-0.02709567513143536,-13.03030143054596
-4.5,-0.1140889080576754,0.013315933790883873,-0.02758924601032791,-8.567848853062111
-4.0,-0.054658496678879,0.013315933790883873,-0.02799126003015911,-4.104743800716279
-3.5,0.004776077156058033,0.013315933790883873,-0.028301594733564115,0.3586738437621062
-3.0,0.06421028727422788,0.013315933790883873,-0.028520155589586045,4.822064173838596
-2.5,0.12363960753042233,0.013315933790883873,-0.028646876022470857,9.285087285058925
-2.0,0.18305951215181246,0.013315933790883873,-0.028681717431947102,13.747403300933769
-1.5,0.24246547608260835,0.013315933790883873,-0.028624669204984028,18.208672398822
-1.0,0.30185297532865774,0.013315933790883873,-0.028475748719024092,22.66855483580935
-0.5,0.3612174873019646,0.013315933790883873,-0.028235001336690022,27.126710974581083
0.0,0.4205544911651032,0.013315933790883873,-0.027902500391966647,31.582801309286776
0.5,0.47985946817549685,0.013315933790883873,-0.027478347167862727,36.036486491394996
1.0,0.5391279020295368,0.013315933790883873,-0.026962670865559164,40.487427355535914
1.5,0.5983552792065187,0.013315933790883873,-0.026355628565053142,44.93528494533027
2.0,0.657537089312363,0.013315933790883873,-0.025657405177309887,49.37972053920205
2.5,0.7166688254230966,0.013315933790883873,-0.024868213387937186,53.82039567617333
3.0,0.7757459844280788,0.013315933790883873,-0.023988293592399262,58.256972181639775
3.5,0.834764067372925,0.013315933790883873,-0.023017913822789598,62.68911219312362
4.0,0.893718579802119,0.013315933790883873,-0.021957369666186433,67.11647818600309
4.5,0.9526050321012889,0.013315933790883873,-0.020806984174613637,71.5387329992167
5.0,1.0114189398391047,0.013315933790883873,-0.019567107766635814,75.95553986093901
5.5,1.0701558241087834,0.013315933790883873,-0.01823811812061794,80.36656241422702
6.0,1.1288112118691802,0.013315933790883873,-0.01682042005968032,84.77146474263544
6.5,1.1873806362854227,0.013315933790883873,-0.015314445428385837,89.16991139579764
7.0,1.2458596370690804,0.013315933790883873,-0.013720652961195935,93.56156741497165
7.5,1.3042437608178337,0.013315933790883873,-0.01203952814273558,97.94609835854867
8.0,1.3625285613546163,0.013315933790883873,-0.010271583059909876,102.323170327522
8.5,1.4207096000662072,0.013315933790883873,-0.008417356245917473,106.69244999091458
9.0,1.4787824462412529,0.013315933790883873,-0.006477412516208197,111.05360461116378
9.5,1.5367426774076778,0.013315933790883873,-0.004452342796434837,115.4063020694603
10.0,1.5945858796694772,0.013315933790883873,-0.002342763942451284,119.75021089104058
10.5,1.6523076480428494,0.013315933790883873,-0.00014931855241247802,124.0850002704297
11.0,1.709903586791654,0.013315933790883873,0.0021273252289674706,128.41034009663363
11.5,1.7673693097621628,0.013315933790883873,0.004486473913938413,132.7259009782783
12.0,1.8247004407170866,0.013315933790883873,0.0069274088829572545,137.0313542686944
12.5,1.8818926136688328,0.013315933790883873,0.009449386603586562,141.32637209094432
13.0,1.9389414732120063,0.013315933790883873,0.01205163885698181,145.61062736279234
13.5,1.9958426748550764,0.013315933790883873,0.014733372971897815,149.88379382161213
14.0,2.0525918853512373,0.013315933790883873,0.017493772066144896,154.14554604923373
14.5,2.1091847830283954,0.013315933790883873,0.020331995295418223,158.39555949672484
15.0,2.1656170581182863,0.013315933790883873,0.023247178109427537,162.63351050910708
15.5,2.221884413084673,0.013315933790883873,0.02623843251524781,166.85907635000268
16.0,2.277982562950629,0.013315933790883873,0.029304847347810328,171.07193522621316
16.5,2.3339072356248476,0.013315933790883873,0.032445488547451704,175.27176631222417
17.0,2.389654172226987,0.013315933790883873,0.03565939944443851,179.45824977463852
17.5,2.445219127411983,0.013315933790883873,0.03894560105037783,183.63106679653117
18.0,2.500597869693381,0.013315933790883873,0.042303092356426236,187.7898996017311
18.5,2.5557861817655407,0.013315933790883873,0.04573085063820724,191.93443147901797
19.0,2.610779860824832,0.013315933790883873,0.049227831767342634,196.06434680624346
19.5,2.665574718889675,0.013315933790883873,0.05279297052950454,200.1793310743656
20.0,2.7201665831194837,0.013315933790883873,0.0564251809488901,204.27907091140074
